,Title,Title_URL,Info,Number,Address,addax_URL,addax,additionallink_URL,additionallink,categories_URL,categories,proffoption,uiwide,findsimilar,Info1,Info2,Info3,uiwide4,addax_URL5,addax6,addax7,Name,lonLat,x,y
39,Torggata Botaniske,https://proff.no/selskap/torggata-botaniske/oslo/barer-og-puber/IF3QQ9T01X8/,Mer info,Org nr 913 278 593,"Torggata 17, 0183 Oslo",tel:99324288,993 24 288,https://proff.no/karts%C3%B8k?id=IF3QQ9T01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            5 589' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            12
        ",Daglig leder,https://proff.no/rolle/elisabeth-bakke-hareide/-/1899044/,Elisabeth Bakke-Hareide,(f 1994),Vtvbar AS,"[10.751991, 59.916183]",10.751991,59.916183
40,Den Grimme Ælling AS,https://proff.no/selskap/den-grimme-%C3%A6lling-as/oslo/barer-og-puber/IF8KCWS01X8/,Mer info,Org nr 921 379 420,"Karl Johans gate 13, 0154 Oslo",,,https://proff.no/karts%C3%B8k?id=IF8KCWS01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            5 419' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            12
        ",Daglig leder,https://proff.no/rolle/yunus-yildiz/-/535088/,Yunus Yildiz,(f 1984),,"[10.744666, 59.912419]",10.744666,59.912419
41,Java Espressobar & Kaffeforretning AS,https://proff.no/selskap/java-espressobar-kaffeforretning-as/oslo/barer-og-puber/IGBQBT501X8/,Mer info,Org nr 987 162 953,"Ullevålsveien 47, 0171 Oslo",,,https://proff.no/karts%C3%B8k?id=IGBQBT501X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            5 418' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            13
        ",Daglig leder,https://proff.no/rolle/dina-lohne-henden/-/1545698/,Dina Lohne Henden,(f 1996),,"[10.739551, 59.924312]",10.739551,59.924312
42,Creamy AS,https://proff.no/selskap/creamy-as/oslo/barer-og-puber/IF5Q6YC01X8/,Mer info,Org nr 916 612 788,"Tøyengata 13, 0190 Oslo",tel:90902121,909 02 121,https://proff.no/karts%C3%B8k?id=IF5Q6YC01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            5 200' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            16
        ",Daglig leder,https://proff.no/rolle/adnan-tasleem-chaudhary/-/1431922/,Adnan Tasleem Chaudhary,(f 1986),,"[10.765758, 59.913207]",10.765758,59.913207
43,King and Queen Musikk og Sportsbar AS,https://proff.no/selskap/king-and-queen-musikk-og-sportsbar-as/oslo/barer-og-puber/IF4T4I701X8/,Mer info,Org nr 915 069 967,"Brugata 14, 0186 Oslo",,,https://proff.no/karts%C3%B8k?id=IF4T4I701X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            5 158' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            5
        ",Daglig leder,https://proff.no/rolle/babar-ali-butt/-/1924368/,Babar Ali Butt,(f 1972),,"[10.755403, 59.913884]",10.755403,59.913884
44,Bryggmester Bob AS,https://proff.no/selskap/bryggmester-bob-as/oslo/barer-og-puber/IF4N67B01X8/,Mer info,Org nr 914 792 231,"Markveien 57, 0550 Oslo",,,https://proff.no/karts%C3%B8k?id=IF4N67B01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            5 042' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            17
        ",Daglig leder,https://proff.no/rolle/andreas-martinussen/-/2311995/,Andreas Martinussen,(f 1987),,"[10.757226, 59.919959]",10.757226,59.919959
45,Mashed Potato Club AS,https://proff.no/selskap/mashed-potato-club-as/oslo/barer-og-puber/IF7EKKM01X8/,Mer info,Org nr 919 429 798,"Schwensens gate 5, 0170 Oslo",tel:91921920,919 21 920,https://proff.no/karts%C3%B8k?id=IF7EKKM01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            4 835' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            12
        ",Daglig leder,https://proff.no/rolle/jan-willy-hagen/-/1449558/,Jan Willy Hagen,(f 1965),,"[10.738011, 59.923339]",10.738011,59.923339
46,Trafalgar Pub AS,https://proff.no/selskap/trafalgar-pub-as/oslo/barer-og-puber/IFRILUP01X8/,Mer info,Org nr 953 210 401,"Hegdehaugsveien 32, 0352 Oslo",tel:22468691,22 46 86 91,https://proff.no/karts%C3%B8k?id=IFRILUP01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            4 720' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            1
        ",Daglig leder,https://proff.no/rolle/zahid-zery-iqbal/-/512171/,Zahid Zery Iqbal,(f 1952),,"[10.72649, 59.92181]",10.72649,59.92181
47,Elmers Pub og Biljard,https://proff.no/selskap/elmers-pub-og-biljard/oslo/barer-og-puber/IF6Q5NA01X8/,Mer info,Org nr 918 290 710,"Hagegata 22, 0653 Oslo",tel:22717470,22 71 74 70,https://proff.no/karts%C3%B8k?id=IF6Q5NA01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            4 717' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            19
        ",Daglig leder,https://proff.no/rolle/rolf-gunnar-sedsb%C3%B8e-jensen/-/400702/,Rolf Gunnar Sedsbøe Jensen,(f 1961),Skatten Holding AS,Error,E,r
48,Pollett Bislett AS,https://proff.no/selskap/pollett-bislett-as/oslo/barer-og-puber/IF9FYKJ01X8/,Mer info,Org nr 922 853 827,"Pilestredet 60, 0167 Oslo",,,https://proff.no/karts%C3%B8k?id=IF9FYKJ01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            4 583' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            18
        ",Daglig leder,https://proff.no/rolle/hans-richard-jarn/-/645127/,Hans Richard Jarn,(f 1966),,"[10.731263, 59.925008]",10.731263,59.925008
49,Ruinen bar & café,https://proff.no/selskap/ruinen-bar-caf%C3%A9/oslo/barer-og-puber/IEHW4K001X8/,Mer info,Org nr 876 578 832,"St. Halvards plass 2, 0192 Oslo",tel:22570255,22 57 02 55,https://proff.no/karts%C3%B8k?id=IEHW4K001X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2003

            4 392' NOK
        ",Driftsinntekter 2003,"
            Ansatte

            2
        ",Innehaver,https://proff.no/rolle/mohammad-shabbir/-/325588/,Mohammad Shabbir,(f 1966),Ruinen v/Shabbir,"[10.768352, 59.906481]",10.768352,59.906481
50,Ophelia Bar Diner Club,https://proff.no/selskap/ophelia-bar-diner-club/oslo/barer-og-puber/IFMIEFR01X8/,Mer info,Org nr 944 802 711,"Holbergs gate 19, 0166 Oslo",tel:40608040,406 08 040,https://proff.no/karts%C3%B8k?id=IFMIEFR01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2002

            4 232' NOK
        ",Driftsinntekter 2002,"
            Ansatte

            20
        ",Daglig leder,https://proff.no/rolle/gino-naim-alickaj/-/142980/,Gino Naim Alickaj,(f 1956),Ophelia Bar Diner Club Gino Alickaj,Error,E,r
51,Under The Bridge AS,https://proff.no/selskap/under-the-bridge-as/oslo/barer-og-puber/IGIG3VB01X8/,Mer info,Org nr 998 443 415,"Karl Johans gate 27, 0159 Oslo",,,https://proff.no/karts%C3%B8k?id=IGIG3VB01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            4 204' NOK
        ",Driftsinntekter 2021,,Daglig leder,https://proff.no/rolle/dimitri-yogaratnam/-/1491829/,Dimitri Yogaratnam,(f 1980),,"[10.73997, 59.913595]",10.73997,59.913595
52,Kaffefuglen A/S,https://proff.no/selskap/kaffefuglen-as/oslo/barer-og-puber/IF3QU0P01X8/,Mer info,Org nr 913 283 449,"Universitetsgata 2, 0164 Oslo",,,https://proff.no/karts%C3%B8k?id=IF3QU0P01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            4 111' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            28
        ",Daglig leder,https://proff.no/rolle/cadre-yngve-hanson/-/1751319/,Cadre Yngve Hanson,(f 1980),Kaffefuglen AS,"[10.740413, 59.916794]",10.740413,59.916794
53,Roif AS,https://proff.no/selskap/roif-as/oslo/barer-og-puber/IF8SUX001X8/,Mer info,Org nr 921 776 004,"Toftes gate 30, 0556 Oslo",tel:40845701,408 45 701,https://proff.no/karts%C3%B8k?id=IF8SUX001X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            4 081' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            22
        ",Styrets leder,https://proff.no/rolle/guro-trygsland/-/2061044/,Guro Trygsland,(f 1992),,"[10.761269, 59.927054]",10.761269,59.927054
54,"The Villa, Oslo Dancing AS",https://proff.no/selskap/the-villa-oslo-dancing-as/oslo/barer-og-puber/IGH3MJS01X8/,Mer info,Org nr 996 181 480,"Møllergata 23, 0179 Oslo",,,https://proff.no/karts%C3%B8k?id=IGH3MJS01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            4 032' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            31
        ",Daglig leder,https://proff.no/rolle/ketil-skarshaug/-/254468/,Ketil Skarshaug,(f 1973),,"[10.74856, 59.915635]",10.74856,59.915635
55,Oslo Mikrobryggeri AS,https://proff.no/selskap/oslo-mikrobryggeri-as/oslo/barer-og-puber/IFXR75U01X8/,Mer info,Org nr 963 688 962,"Bogstadveien 6, 0355 Oslo",tel:22569776,22 56 97 76,https://proff.no/karts%C3%B8k?id=IFXR75U01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 884' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            19
        ",Daglig leder,https://proff.no/rolle/frithjof-boye-hungnes/-/131737/,Frithjof Boye Hungnes,(f 1961),,"[10.724173, 59.924352]",10.724173,59.924352
56,Hytta Bar,https://proff.no/selskap/hytta-bar/oslo/barer-og-puber/IG7IABJ01X8/,Mer info,Org nr 980 069 311,"Thorvald Meyers gate 70, 0552 Oslo",tel:32231981,32 23 19 81,https://proff.no/karts%C3%B8k?id=IG7IABJ01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 764' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            11
        ",Daglig leder,https://proff.no/rolle/hamid-reza-taheri/-/159538/,Hamid Reza Taheri,(f 1964),Fa So La Bar DA,"[10.759636, 59.920196]",10.759636,59.920196
57,The Coffee Club AS,https://proff.no/selskap/the-coffee-club-as/oslo/barer-og-puber/IGAYX8U01X8-1/,Mer info,Org nr 985 884 366,"Fridtjof Nansens plass 2, 0160 Oslo",tel:45657627,456 57 627,https://proff.no/karts%C3%B8k?id=IGAYX8U01X8-1,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 761' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            11
        ",Daglig leder,https://proff.no/rolle/kjell-thomas-berg/-/1521097/,Kjell Thomas Berg,(f 1956),,"[10.733443, 59.912945]",10.733443,59.912945
58,The Fragrance of the Heart,https://proff.no/selskap/the-fragrance-of-the-heart/oslo/barer-og-puber/IGAYX8U01X8/,Mer info,Org nr 985 884 366,"Fridtjof Nansens plass 2, 0160 Oslo",tel:22332310,22 33 23 10,https://proff.no/karts%C3%B8k?id=IGAYX8U01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 761' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            11
        ",Daglig leder,https://proff.no/rolle/kjell-thomas-berg/-/1521097/,Kjell Thomas Berg,(f 1956),The Coffee Club AS,"[10.733443, 59.912945]",10.733443,59.912945
59,Is Companiet AS,https://proff.no/selskap/is-companiet-as/oslo/barer-og-puber/IDNIW9201X8/,Mer info,Org nr 825 573 062,"Stranden 33 A, 0250 Oslo",,,https://proff.no/karts%C3%B8k?id=IDNIW9201X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 748' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            10
        ",Daglig leder,https://proff.no/rolle/ramazan-uysal/-/385071/,Ramazan Uysal,(f 1964),,"[10.735045, 59.974453]",10.735045,59.974453
60,Lincoln Pub,https://proff.no/selskap/lincoln-pub/oslo/barer-og-puber/IGAP6JB01X8/,Mer info,Org nr 985 429 847,"Vogts gate 43, 0474 Oslo",tel:22377100,22 37 71 00,https://proff.no/karts%C3%B8k?id=IGAP6JB01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/gatekj%C3%B8kken/I:649/?q=Gatekj%C3%B8kken,Gatekjøkken,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 696' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            12
        ",Daglig leder,https://proff.no/rolle/wenche-%C3%B8yerhamn-magnussen/-/1324056/,Wenche Øyerhamn Magnussen,(f 1965),Lincoln Pub AS,"[10.763881, 59.933476]",10.763881,59.933476
61,Neubar AS,https://proff.no/selskap/neubar-as/oslo/barer-og-puber/IF7H50F01X8/,Mer info,Org nr 919 549 599,"Bjerregaards gate 5 A, 0172 Oslo",,,https://proff.no/karts%C3%B8k?id=IF7H50F01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 645' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            18
        ",Styrets leder,https://proff.no/rolle/alexander-kloster-jensen/-/4538/,Alexander Kloster-Jensen,(f 1974),,"[10.741651, 59.923497]",10.741651,59.923497
62,Blue Night AS,https://proff.no/selskap/blue-night-as/oslo/barer-og-puber/IF4ATHT01X8/,Mer info,Org nr 914 215 889,"Rådhusgata 4, 0151 Oslo",tel:47625064,476 25 064,https://proff.no/karts%C3%B8k?id=IF4ATHT01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 620' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            5
        ",Daglig leder,https://proff.no/rolle/thanushan-kumaran-rajanayagam/-/1700866/,Thanushan Kumaran Rajanayagam,(f 1973),,"[10.745524, 59.908663]",10.745524,59.908663
63,Hypogeum AS,https://proff.no/selskap/hypogeum-as/oslo/barer-og-puber/IFABX7B01X8/,Mer info,Org nr 924 345 047,"Karl Johans gate 45, 0162 Oslo",,,https://proff.no/karts%C3%B8k?id=IFABX7B01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 488' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            25
        ",Daglig leder,https://proff.no/rolle/martin-rustad-dynna/-/318142/,Martin Rustad Dynna,(f 1971),,"[10.736641, 59.914573]",10.736641,59.914573
64,Odd Cocktailbar AS,https://proff.no/selskap/odd-cocktailbar-as/oslo/barer-og-puber/IF8JRB901X8/,Mer info,Org nr 921 351 429,"Parkveien 25, 0350 Oslo",,,https://proff.no/karts%C3%B8k?id=IF8JRB901X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 428' NOK
        ",Driftsinntekter 2021,,Daglig leder,https://proff.no/rolle/frode-veie/-/134181/,Frode Veie,(f 1972),,"[10.72815, 59.920696]",10.72815,59.920696
65,Barcode Pubdrift AS,https://proff.no/selskap/barcode-pubdrift-as/oslo/barer-og-puber/IF6N2A101X8/,Mer info,Org nr 918 146 377,"Karl Johans gate 27, 0159 Oslo",,,https://proff.no/karts%C3%B8k?id=IF6N2A101X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 391' NOK
        ",Driftsinntekter 2021,,Daglig leder,https://proff.no/rolle/morten-guldvik/-/906603/,Morten Guldvik,(f 1984),,"[10.73997, 59.913595]",10.73997,59.913595
66,Sagene P&P AS,https://proff.no/selskap/sagene-pp-as/oslo/barer-og-puber/IF634KF01X8/,Mer info,Org nr 917 216 223,"Kjelsåsveien 71, 0491 Oslo",tel:91609555,916 09 555,https://proff.no/karts%C3%B8k?id=IF634KF01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 344' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            15
        ",Daglig leder,https://proff.no/rolle/irene-selle/-/1206173/,Irene Selle,(f 1977),,"[10.793773, 59.953399]",10.793773,59.953399
67,Øltorget AS,https://proff.no/selskap/%C3%B8ltorget-as/oslo/barer-og-puber/IF4NPOF01X8/,Mer info,Org nr 914 817 471,"Vulkan 5, 0178 Oslo",tel:41688961,416 88 961,https://proff.no/karts%C3%B8k?id=IF4NPOF01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 288' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            11
        ",Daglig leder,https://proff.no/rolle/kim-daniel-bergersen/-/1280652/,Kim Daniel Bergersen,(f 1988),,"[10.751924, 59.922427]",10.751924,59.922427
68,Generasjonsbaren AS,https://proff.no/selskap/generasjonsbaren-as/oslo/barer-og-puber/IDK1R3801X8/,Mer info,Org nr 819 734 372,"Torggata 13 C, 0181 Oslo",tel:97367606,973 67 606,https://proff.no/karts%C3%B8k?id=IDK1R3801X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 212' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            21
        ",Daglig leder,https://proff.no/rolle/alexander-joe-smyth-olsen/-/2275189/,Alexander Joe Smyth-Olsen,(f 1988),,"[10.750261, 59.915163]",10.750261,59.915163
69,Tikipop AS,https://proff.no/selskap/tikipop-as/oslo/barer-og-puber/IGDYKPN01X8/,Mer info,Org nr 990 906 971,"Thorvald Meyers gate 32, 0555 Oslo",tel:22717571,22 71 75 71,https://proff.no/karts%C3%B8k?id=IGDYKPN01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 211' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            20
        ",Daglig leder,https://proff.no/rolle/marthe-emilie-lomsdalen/-/2277194/,Marthe Emilie Lomsdalen,(f 1990),,"[10.759529, 59.924931]",10.759529,59.924931
70,Aku Aku Tiki Bar,https://proff.no/selskap/aku-aku-tiki-bar/oslo/barer-og-puber/IGDYKPN01X8-1/,Mer info,Org nr 990 906 971,"Thorvald Meyers gate 32, 0555 Oslo",,,https://proff.no/karts%C3%B8k?id=IGDYKPN01X8-1,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 211' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            20
        ",Daglig leder,https://proff.no/rolle/marthe-emilie-lomsdalen/-/2277194/,Marthe Emilie Lomsdalen,(f 1990),Tikipop AS,"[10.759529, 59.924931]",10.759529,59.924931
71,Perestrojka AS,https://proff.no/selskap/perestrojka-as/oslo/barer-og-puber/IF4T74001X8/,Mer info,Org nr 915 073 344,"Storgata 13, 0155 Oslo",,,https://proff.no/karts%C3%B8k?id=IF4T74001X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 017' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            18
        ",Daglig leder,https://proff.no/rolle/nicolai-aanonsen-engesvik/-/534635/,Nicolai Aanonsen Engesvik,(f 1984),,"[10.748869, 59.913808]",10.748869,59.913808
72,Ostara Bar AS,https://proff.no/selskap/ostara-bar-as/oslo/barer-og-puber/IF9DCAG01X8/,Mer info,Org nr 922 731 640,"Kirkegata 20, 0153 Oslo",,,https://proff.no/karts%C3%B8k?id=IF9DCAG01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 014' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            19
        ",Daglig leder,https://proff.no/rolle/sofia-hegstad-su/-/2027517/,Sofia Hegstad Su,(f 1992),,"[10.744436, 59.910779]",10.744436,59.910779
73,Mocca Kaffebar & Brenneri AS,https://proff.no/selskap/mocca-kaffebar-brenneri-as/oslo/barer-og-puber/IG8TUB901X8/,Mer info,Org nr 982 288 053,"Niels Juels gate 70, 0259 Oslo",tel:22555518,22 55 55 18,https://proff.no/karts%C3%B8k?id=IG8TUB901X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            3 011' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            12
        ",Daglig leder,https://proff.no/rolle/ivar-bowitz/-/1428962/,Ivar Bowitz,(f 1982),,"[10.718594, 59.919444]",10.718594,59.919444
74,Victor's vinbar,https://proff.no/selskap/victors-vinbar/oslo/barer-og-puber/IF8UR1Q01X8/,Mer info,Org nr 921 864 302,"Skovveien 15, 0257 Oslo",tel:90957977,909 57 977,https://proff.no/karts%C3%B8k?id=IF8UR1Q01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            2 989' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            7
        ",Daglig leder,https://proff.no/rolle/paal-sletten/-/1858801/,Paal Sletten,(f 1965),Victor's AS,"[10.718403, 59.917812]",10.718403,59.917812
75,Ek Bar AS,https://proff.no/selskap/ek-bar-as/oslo/barer-og-puber/IF9ZNXT01X8/,Mer info,Org nr 923 773 169,"Youngstorget 1, 0181 Oslo",tel:45513502,455 13 502,https://proff.no/karts%C3%B8k?id=IF9ZNXT01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            2 806' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            22
        ",Daglig leder,https://proff.no/rolle/nils-gustaf-emil-nilsson/-/2165448/,Nils-Gustaf Emil Nilsson,(f 1991),,"[10.75012, 59.914781]",10.75012,59.914781
76,Sankt Amand AS,https://proff.no/selskap/sankt-amand-as/oslo/barer-og-puber/IFBMF5M01X8/,Mer info,Org nr 926 514 490,"Økernveien 9, 0653 Oslo",,,https://proff.no/karts%C3%B8k?id=IFBMF5M01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            2 574' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            8
        ",Daglig leder,https://proff.no/rolle/rikke-kj%C3%B8len/-/1291133/,Rikke Kjølen,(f 1987),,"[10.776167, 59.914864]",10.776167,59.914864
77,Rett Inn Bar og Cafe AS,https://proff.no/selskap/rett-inn-bar-og-cafe-as/oslo/barer-og-puber/IF6YJHU01X8/,Mer info,Org nr 918 681 906,"Storgata 39, 0182 Oslo",tel:94078622,940 78 622,https://proff.no/karts%C3%B8k?id=IF6YJHU01X8,Vis i kart,https://proff.no/s%C3%B8k-etter-bransje/barer-og-puber/I:2492/?q=Barer%20og%20puber,Barer og puber,Sammenlign,Overvåk,Finn lignende,"
            Driftsinntekter 2021

            2 550' NOK
        ",Driftsinntekter 2021,"
            Ansatte

            6
        ",Daglig leder,https://proff.no/rolle/waqas-ahmed/-/1150051/,Waqas Ahmed,(f 1981),,"[10.754681, 59.915124]",10.754681,59.915124
